Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
4928;Stuttgart (Schnarrenberg);SHK_TAG;20.12.2008;05.01.2009;17;;eor;                                                                                                                                   
4928;Stuttgart (Schnarrenberg);SHK_TAG;18.01.2009;11.02.2009;25;;eor;                                                                                                                                   
4928;Stuttgart (Schnarrenberg);SHK_TAG;21.02.2009;14.10.2009;236;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.05.2010;05.10.2010;158;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.05.2011;30.09.2011;153;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.05.2012;01.10.2012;154;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;03.10.2012;08.10.2012;6;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.05.2013;04.09.2013;127;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;14.02.2015;16.02.2015;3;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.05.2015;01.10.2015;154;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;03.05.2016;02.01.2017;245;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;04.01.2017;07.01.2017;4;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;12.01.2017;15.01.2017;4;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;17.01.2017;17.10.2017;274;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;05.12.2017;05.12.2017;1;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;12.12.2017;12.12.2017;1;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;23.02.2018;23.02.2018;1;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.05.2018;05.10.2018;158;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.02.2019;04.02.2019;4;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;08.02.2019;08.02.2019;1;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;29.03.2019;29.03.2019;1;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.05.2019;01.10.2019;154;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;09.11.2019;13.11.2019;5;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;16.11.2019;18.11.2019;3;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.05.2020;01.10.2020;154;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;01.06.2021;30.09.2021;122;;eor;                                                                                                                                  
4928;Stuttgart (Schnarrenberg);SHK_TAG;16.06.2023;19.06.2023;4;;eor;                                                                                                                                    
4928;Stuttgart (Schnarrenberg);SHK_TAG;18.09.2023;18.09.2023;1;;eor;                                                                                                                                    
generiert: 17.06.2026 --  Deutscher Wetterdienst  --                                                                                                                                                    
